ID,Gain,Loss
4678352,,9 S.W.3d at 814
4678352,"Thompson, 9",
5633658,46 NW2d 811,
5633658,176 SE2d 268,
5633658,168 SE2d 171,
5633658,40 SE2d 103,
5633658,18 P2d 981,
5651197,13 Pac. (2d) 1068,
5829606,935 A2d 956,
2663630,"Thompson, 224",
2663630,,224 F.R.D. 236
3542084,147 N.Y. Supp. 1087,
1309369,119 SE2d 691,
1309369,241 SE2d 261,
1309369,246 SE2d 475,
1309369,247 SE2d 203,
1309369,254 SE2d 838,
1309369,242 SE2d 41,
1341018,349 SE2d 361,
1341018,335 SE2d 303,
1341018,309 SE2d 867,
1341018,279 SE2d 289,
1341018,350 SE2d 29,
1341018,371 SE2d 914,
1341018,367 SE2d 277,
2496102,,501 U.S. 722
2496102,"Thompson, 501",
280035,,314 F. 2d at 601
280035,,362 F. 2d at 546
2813797,"Thompson, 99",
1308185,220 SE2d 264,
1308185,27 SE2d 375,
1308185,187 SE2d 831,
1308185,27 SE2d 659,
1308185,60 SE2d 173,
1308185,77 SE2d 511,
1308185,"Thompson, 452",
1308185,213 SE2d 531,
1308185,263 SE2d 916,
1308185,208 SE2d 5,
1343025,266 SE2d 185,
1964781,,858 P. 2d at 579
1964781,,858 P. 2d at 580
1964781,,858 P. 2d at 595
1964781,,806 F. 2d at 1160
1964781,,858 P. 2d at 576
1054699,"Thompson, 519",
1610180,50 FR 1912,
1610180,47 FR 5752,
3018014,,60 F.3d 514
3018014,"Thompson, 60",
1433305,92 P2d 182,
1433305,396 P2d 765,
1433305,378 P2d 267,
1433305,382 P2d 851,
1433305,183 A2d 831,
1433305,80 SE2d 387,
1433305,416 P2d 311,
1145042,"Thompson, 25",
1145042,,25 Or. App. 511
4295146,597 NW2d 817,
4295146,754 NW2d 899,
4295146,908 NW2d 919,
4295146,735 NW2d 628,
4295146,697 NW2d 552,
4295146,798 NW2d 29,
4295146,323 NW2d 330,
4295146,789 NW2d 211,
4295146,559 NW2d 348,
4295146,647 NW2d 508,
4295146,698 NW2d 900,
4295146,869 NW2d 612,
4295146,772 NW2d 823,
4295146,257 NW2d 640,
4295146,766 NW2d 300,
4295146,631 NW2d 686,
4295146,564 NW2d 121,
4295146,742 NW2d 399,
4295146,760 NW2d 217,
4393773,,264 Neb. 831
4393773,"Thompson, 264",
6475286,162 Pac. (2d) 125,
1334683,240 SE2d 694,
1334683,230 SE2d 1,
1334683,236 SE2d 257,
1334683,235 SE2d 493,
1334683,236 SE2d 594,
1334683,210 SE2d 810,
1334683,213 SE2d 829,
1334683,239 SE2d 366,
1334683,236 SE2d 1,
1334683,238 SE2d 12,
1334683,240 SE2d 37,
1334683,239 SE2d 510,
1334683,221 SE2d 185,
1334683,223 SE2d 703,
1334683,216 SE2d 258,
1334683,224 SE2d 8,
1334683,232 SE2d 565,
1334683,221 SE2d 405,
1334683,201 SE2d 448,
1334683,224 SE2d 3,
1334683,210 SE2d 659,
1334683,220 SE2d 914,
1334683,239 SE2d 330,
1334683,226 SE2d 911,
1334683,225 SE2d 248,
1334683,221 SE2d 547,
1334683,240 SE2d 833,
1334683,214 SE2d 900,
1334683,200 SE2d 720,
1334683,225 SE2d 241,
1334683,147 SE2d 299,
1334683,205 SE2d 217,
1334683,229 SE2d 384,
1334683,234 SE2d 918,
1475006,18 F.(2d) 839,
1475006,18 F.(2d) 483,
6596585,"Thompson, 18",
6596585,,18 W. Va. 103
6596585,,18 W. Va. 135
6849569,16 F.(2d) 958,
6849569,22 F.(2d) 302,
6870594,30 F.(2d) 871,
6870594,29 F.(2d) 634,
6943999,974 P2d 705,
7110817,32 Pac. Rep. 517,
