ID,Gain,Loss
5329531,German Savings Bank,
5618955,Widincamp,
5656104,Sime,
3419420,Best,
3419420,Cunningham,
3419420,Martin,
1771039,"supra,",
1431414, Goldstein,
1431414, Uhlaender,
1431414,Ali,
1431414,O'Brien,
1431414,Davies,
1431414,Munden,
1431414,Price,
1431414, Fairfield,
1431414,Cepeda,
1431414,Grant,
1431414, Schumann,
1431414,Motschenbacher,
1431414, Ali,
1431414, Price,
1431414,Uhlaender,
1431414,Memphis Development Foundation,
1431414,Stilson,
3839243,Merriam,
3415079, Biwer,
3303848, Elliott,
100283,Monahan,
2225955,"supra,",
897829,Edwards,
6608066,French,
6608066,Loeb,
7062108,Johnson,
7062108,Tate,
7062108,O’Mara,
